date,region,state,cases,deaths
2020-04-04,Norte,Amapá,28,1
2020-04-04,Norte,Amazonas,311,12
2020-04-04,Norte,Pará,80,1
2020-04-04,Norte,Rondônia,11,1
2020-04-04,Norte,Roraima,37,1
2020-04-04,Norte,Tocantins,14,0
2020-04-04,Sudeste,Espírito Santo,153,5
2020-04-04,Sudeste,Minas Gerais,430,6
2020-04-04,Sudeste,Rio de Janeiro,1246,58
2020-04-04,Sudeste,São Paulo,4466,260
2020-04-04,Sul,Paraná,395,6
2020-04-04,Sul,Rio Grande do Sul,410,6
2020-04-04,Sul,Santa Catarina,334,5
2020-04-05,Centro-Oeste,Distrito Federal,468,7
2020-04-05,Centro-Oeste,Goiás,115,3
2020-04-05,Centro-Oeste,Mato Grosso,60,1
2020-04-05,Centro-Oeste,Mato Grosso do Sul,65,1
2020-04-05,Nordeste,Alagoas,28,2
2020-04-05,Nordeste,Bahia,401,9
2020-04-05,Nordeste,Ceará,823,26
2020-04-05,Nordeste,Maranhão,96,2
2020-04-05,Nordeste,Paraíba,34,4
2020-04-05,Nordeste,Pernambuco,201,21
2020-04-05,Nordeste,Piauí,23,4
2020-04-05,Nordeste,Rio Grande do Norte,242,7
2020-04-05,Nordeste,Sergipe,32,3
2020-04-05,Norte,Acre,48,0
2020-04-05,Norte,Amapá,29,2
2020-04-05,Norte,Amazonas,417,14
2020-04-05,Norte,Pará,86,1
2020-04-05,Norte,Rondônia,12,1
2020-04-05,Norte,Roraima,42,1
2020-04-05,Norte,Tocantins,17,0
2020-04-05,Sudeste,Espírito Santo,166,6
2020-04-05,Sudeste,Minas Gerais,498,6
2020-04-05,Sudeste,Rio de Janeiro,1394,64
2020-04-05,Sudeste,São Paulo,4620,275
2020-04-05,Sul,Paraná,438,9
2020-04-05,Sul,Rio Grande do Sul,418,7
2020-04-05,Sul,Santa Catarina,357,10
2020-04-06,Centro-Oeste,Distrito Federal,473,10
2020-04-06,Centro-Oeste,Goiás,119,5
2020-04-06,Centro-Oeste,Mato Grosso,76,1
2020-04-06,Centro-Oeste,Mato Grosso do Sul,66,1
2020-04-06,Nordeste,Alagoas,31,2
2020-04-06,Nordeste,Bahia,431,10
2020-04-06,Nordeste,Ceará,1013,29
2020-04-06,Nordeste,Maranhão,133,2
2020-04-06,Nordeste,Paraíba,35,4
2020-04-06,Nordeste,Pernambuco,223,30
2020-04-06,Nordeste,Piauí,23,4
2020-04-06,Nordeste,Rio Grande do Norte,246,7
2020-04-06,Nordeste,Sergipe,32,4
2020-04-06,Norte,Acre,50,0
2020-04-06,Norte,Amapá,34,2
2020-04-06,Norte,Amazonas,532,19
2020-04-06,Norte,Pará,102,3
2020-04-06,Norte,Rondônia,14,1
2020-04-06,Norte,Roraima,42,1
2020-04-06,Norte,Tocantins,17,0
2020-04-06,Sudeste,Espírito Santo,194,6
2020-04-06,Sudeste,Minas Gerais,525,9
2020-04-06,Sudeste,Rio de Janeiro,1461,71
2020-04-06,Sudeste,São Paulo,4866,304
2020-04-06,Sul,Paraná,458,11
2020-04-06,Sul,Rio Grande do Sul,481,7
2020-04-06,Sul,Santa Catarina,379,10
2020-04-07,Centro-Oeste,Distrito Federal,492,12
2020-04-07,Centro-Oeste,Goiás,133,5
2020-04-07,Centro-Oeste,Mato Grosso,78,1
2020-04-07,Centro-Oeste,Mato Grosso do Sul,80,2
2020-04-07,Nordeste,Alagoas,32,2
2020-04-07,Nordeste,Bahia,456,12
2020-04-07,Nordeste,Ceará,1051,31
2020-04-07,Nordeste,Maranhão,172,4
2020-04-07,Nordeste,Paraíba,36,4
2020-04-07,Nordeste,Pernambuco,352,34
2020-04-07,Nordeste,Piauí,28,4
2020-04-07,Nordeste,Rio Grande do Norte,254,8
2020-04-07,Nordeste,Sergipe,36,4
2020-04-07,Norte,Acre,50,1
2020-04-07,Norte,Amapá,48,2
2020-04-07,Norte,Amazonas,636,23
2020-04-07,Norte,Pará,138,5
2020-04-07,Norte,Rondônia,18,1
2020-04-07,Norte,Roraima,42,1
2020-04-07,Norte,Tocantins,19,0
2020-04-07,Sudeste,Espírito Santo,209,6
2020-04-07,Sudeste,Minas Gerais,559,11
2020-04-07,Sudeste,Rio de Janeiro,1688,89
2020-04-07,Sudeste,São Paulo,5682,371
2020-04-07,Sul,Paraná,503,15
2020-04-07,Sul,Rio Grande do Sul,508,8
2020-04-07,Sul,Santa Catarina,417,11
2020-04-08,Centro-Oeste,Distrito Federal,509,12
2020-04-08,Centro-Oeste,Goiás,158,7
2020-04-08,Centro-Oeste,Mato Grosso,90,1
2020-04-08,Centro-Oeste,Mato Grosso do Sul,85,2
2020-04-08,Nordeste,Alagoas,37,2
2020-04-08,Nordeste,Bahia,497,15
2020-04-08,Nordeste,Ceará,1291,43
2020-04-08,Nordeste,Maranhão,230,11
2020-04-08,Nordeste,Paraíba,41,4
2020-04-08,Nordeste,Pernambuco,401,46
2020-04-08,Nordeste,Piauí,31,5
2020-04-08,Nordeste,Rio Grande do Norte,261,11
2020-04-08,Nordeste,Sergipe,36,4
2020-04-08,Norte,Acre,54,2
2020-04-08,Norte,Amapá,107,2
2020-04-08,Norte,Amazonas,804,30
2020-04-08,Norte,Pará,167,6
2020-04-08,Norte,Rondônia,18,1
2020-04-08,Norte,Roraima,49,1
2020-04-08,Norte,Tocantins,23,0
2020-04-08,Sudeste,Espírito Santo,227,6
2020-04-08,Sudeste,Minas Gerais,614,14
2020-04-08,Sudeste,Rio de Janeiro,1938,106
2020-04-08,Sudeste,São Paulo,6708,428
2020-04-08,Sul,Paraná,539,17
2020-04-08,Sul,Rio Grande do Sul,555,9
2020-04-08,Sul,Santa Catarina,457,15
2020-04-09,Centro-Oeste,Distrito Federal,527,13
2020-04-09,Centro-Oeste,Goiás,179,7
2020-04-09,Centro-Oeste,Mato Grosso,108,2
2020-04-09,Centro-Oeste,Mato Grosso do Sul,89,2
2020-04-09,Nordeste,Alagoas,37,3
2020-04-09,Nordeste,Bahia,559,19
2020-04-09,Nordeste,Ceará,1425,55
2020-04-09,Nordeste,Maranhão,273,12
2020-04-09,Nordeste,Paraíba,55,7
2020-04-09,Nordeste,Pernambuco,555,56
2020-04-09,Nordeste,Piauí,38,6
2020-04-09,Nordeste,Rio Grande do Norte,261,11
2020-04-09,Nordeste,Sergipe,39,4
2020-04-09,Norte,Acre,62,2
2020-04-09,Norte,Amapá,128,2
2020-04-09,Norte,Amazonas,899,40
2020-04-09,Norte,Pará,168,7
2020-04-09,Norte,Rondônia,28,2
2020-04-09,Norte,Roraima,52,1
2020-04-09,Norte,Tocantins,23,0
2020-04-09,Sudeste,Espírito Santo,273,6
2020-04-09,Sudeste,Minas Gerais,655,15
2020-04-09,Sudeste,Rio de Janeiro,2216,122
2020-04-09,Sudeste,São Paulo,7480,496
2020-04-09,Sul,Paraná,609,22
2020-04-09,Sul,Rio Grande do Sul,618,12
2020-04-09,Sul,Santa Catarina,501,17
2020-04-10,Centro-Oeste,Distrito Federal,555,14
2020-04-10,Centro-Oeste,Goiás,191,8
2020-04-10,Centro-Oeste,Mato Grosso,112,2
2020-04-10,Centro-Oeste,Mato Grosso do Sul,97,2
2020-04-10,Nordeste,Alagoas,45,3
2020-04-10,Nordeste,Bahia,604,19
2020-04-10,Nordeste,Ceará,1478,58
2020-04-10,Nordeste,Maranhão,293,16
2020-04-10,Nordeste,Paraíba,79,11
2020-04-10,Nordeste,Pernambuco,684,65
2020-04-10,Nordeste,Piauí,40,7
2020-04-10,Nordeste,Rio Grande do Norte,263,11
2020-04-10,Nordeste,Sergipe,42,4
2020-04-10,Norte,Acre,70,2
2020-04-10,Norte,Amapá,166,2
2020-04-10,Norte,Amazonas,981,50
2020-04-10,Norte,Pará,170,9
2020-04-10,Norte,Rondônia,32,2
2020-04-10,Norte,Roraima,63,3
2020-04-10,Norte,Tocantins,23,0
2020-04-10,Sudeste,Espírito Santo,300,7
2020-04-10,Sudeste,Minas Gerais,698,17
2020-04-10,Sudeste,Rio de Janeiro,2464,147
2020-04-10,Sudeste,São Paulo,8216,540
2020-04-10,Sul,Paraná,643,25
2020-04-10,Sul,Rio Grande do Sul,636,14
2020-04-10,Sul,Santa Catarina,693,18
2020-04-11,Centro-Oeste,Distrito Federal,579,14
2020-04-11,Centro-Oeste,Goiás,209,10
2020-04-11,Centro-Oeste,Mato Grosso,121,3
2020-04-11,Centro-Oeste,Mato Grosso do Sul,100,2
2020-04-11,Nordeste,Alagoas,48,3
2020-04-11,Nordeste,Bahia,635,21
2020-04-11,Nordeste,Ceará,1582,67
2020-04-11,Nordeste,Maranhão,344,21
2020-04-11,Nordeste,Paraíba,85,11
2020-04-11,Nordeste,Pernambuco,816,72
2020-04-11,Nordeste,Piauí,41,7
2020-04-11,Nordeste,Rio Grande do Norte,289,13
2020-04-11,Nordeste,Sergipe,42,4
2020-04-11,Norte,Acre,72,2
2020-04-11,Norte,Amapá,193,3
2020-04-11,Norte,Amazonas,1050,53
2020-04-11,Norte,Pará,217,10
2020-04-11,Norte,Rondônia,33,2
2020-04-11,Norte,Roraima,75,3
2020-04-11,Norte,Tocantins,23,0
2020-04-11,Sudeste,Espírito Santo,349,9
2020-04-11,Sudeste,Minas Gerais,750,17
2020-04-11,Sudeste,Rio de Janeiro,2607,155
2020-04-11,Sudeste,São Paulo,8419,560
2020-04-11,Sul,Paraná,676,26
2020-04-11,Sul,Rio Grande do Sul,640,15
2020-04-11,Sul,Santa Catarina,732,21
2020-04-12,Centro-Oeste,Distrito Federal,614,14
2020-04-12,Centro-Oeste,Goiás,229,14
2020-04-12,Centro-Oeste,Mato Grosso,123,3
2020-04-12,Centro-Oeste,Mato Grosso do Sul,101,2
2020-04-12,Nordeste,Alagoas,48,3
2020-04-12,Nordeste,Bahia,673,21
2020-04-12,Nordeste,Ceará,1676,74
2020-04-12,Nordeste,Maranhão,398,24
2020-04-12,Nordeste,Paraíba,101,13
2020-04-12,Nordeste,Pernambuco,960,85
2020-04-12,Nordeste,Piauí,44,7
2020-04-12,Nordeste,Rio Grande do Norte,302,15
2020-04-12,Nordeste,Sergipe,44,4
2020-04-12,Norte,Acre,77,2
2020-04-12,Norte,Amapá,230,5
2020-04-12,Norte,Amazonas,1206,62
2020-04-12,Norte,Pará,246,13
2020-04-12,Norte,Rondônia,35,2
2020-04-12,Norte,Roraima,79,3
2020-04-12,Norte,Tocantins,25,0
2020-04-12,Sudeste,Espírito Santo,383,9
2020-04-12,Sudeste,Minas Gerais,806,20
2020-04-12,Sudeste,Rio de Janeiro,2855,170
2020-04-12,Sudeste,São Paulo,8755,588
2020-04-12,Sul,Paraná,738,30
2020-04-12,Sul,Rio Grande do Sul,653,16
2020-04-12,Sul,Santa Catarina,768,24
2020-04-13,Centro-Oeste,Distrito Federal,638,15
2020-04-13,Centro-Oeste,Goiás,233,15
2020-04-13,Centro-Oeste,Mato Grosso,134,4
2020-04-13,Centro-Oeste,Mato Grosso do Sul,113,4
2020-04-13,Nordeste,Alagoas,50,3
2020-04-13,Nordeste,Bahia,723,22
2020-04-13,Nordeste,Ceará,1800,91
2020-04-13,Nordeste,Maranhão,445,27
2020-04-13,Nordeste,Paraíba,111,13
2020-04-13,Nordeste,Pernambuco,1154,102
2020-04-13,Nordeste,Piauí,50,8
2020-04-13,Nordeste,Rio Grande do Norte,339,17
2020-04-13,Nordeste,Sergipe,44,4
2020-04-13,Norte,Acre,90,3
2020-04-13,Norte,Amapá,242,5
2020-04-13,Norte,Amazonas,1275,71
2020-04-13,Norte,Pará,270,15
2020-04-13,Norte,Rondônia,42,2
2020-04-13,Norte,Roraima,83,3
2020-04-13,Norte,Tocantins,26,0
2020-04-13,Sudeste,Espírito Santo,430,14
2020-04-13,Sudeste,Minas Gerais,815,23
2020-04-13,Sudeste,Rio de Janeiro,3231,188
2020-04-13,Sudeste,São Paulo,8895,608
2020-04-13,Sul,Paraná,756,31
2020-04-13,Sul,Rio Grande do Sul,664,16
2020-04-13,Sul,Santa Catarina,777,24
2020-04-14,Centro-Oeste,Distrito Federal,651,17
2020-04-14,Centro-Oeste,Goiás,284,15
2020-04-14,Centro-Oeste,Mato Grosso,138,4
2020-04-14,Centro-Oeste,Mato Grosso do Sul,115,4
2020-04-14,Nordeste,Alagoas,72,4
2020-04-14,Nordeste,Bahia,759,22
2020-04-14,Nordeste,Ceará,2005,107
2020-04-14,Nordeste,Maranhão,478,32
2020-04-14,Nordeste,Paraíba,136,16
2020-04-14,Nordeste,Pernambuco,1284,115
2020-04-14,Nordeste,Piauí,58,8
2020-04-14,Nordeste,Rio Grande do Norte,376,18
2020-04-14,Nordeste,Sergipe,45,4
2020-04-14,Norte,Acre,99,3
2020-04-14,Norte,Amapá,307,6
2020-04-14,Norte,Amazonas,1484,90
2020-04-14,Norte,Pará,323,19
2020-04-14,Norte,Rondônia,64,2
2020-04-14,Norte,Roraima,113,3
2020-04-14,Norte,Tocantins,26,0
2020-04-14,Sudeste,Espírito Santo,463,17
2020-04-14,Sudeste,Minas Gerais,884,27
2020-04-14,Sudeste,Rio de Janeiro,3410,224
2020-04-14,Sudeste,São Paulo,9371,695
2020-04-14,Sul,Paraná,791,36
2020-04-14,Sul,Rio Grande do Sul,700,18
2020-04-14,Sul,Santa Catarina,826,26
2020-04-15,Centro-Oeste,Distrito Federal,682,17
2020-04-15,Centro-Oeste,Goiás,304,15
2020-04-15,Centro-Oeste,Mato Grosso,151,4
2020-04-15,Centro-Oeste,Mato Grosso do Sul,121,4
2020-04-15,Nordeste,Alagoas,82,5
2020-04-15,Nordeste,Bahia,807,27
2020-04-15,Nordeste,Ceará,2157,116
2020-04-15,Nordeste,Maranhão,630,34
2020-04-15,Nordeste,Paraíba,151,21
2020-04-15,Nordeste,Pernambuco,1484,143
2020-04-15,Nordeste,Piauí,75,8
2020-04-15,Nordeste,Rio Grande do Norte,399,19
2020-04-15,Nordeste,Sergipe,46,4
2020-04-15,Norte,Acre,101,3
2020-04-15,Norte,Amapá,334,7
2020-04-15,Norte,Amazonas,1554,106
2020-04-15,Norte,Pará,384,21
2020-04-15,Norte,Rondônia,69,2
2020-04-15,Norte,Roraima,114,3
2020-04-15,Norte,Tocantins,26,1
2020-04-15,Sudeste,Espírito Santo,557,18
2020-04-15,Sudeste,Minas Gerais,903,30
2020-04-15,Sudeste,Rio de Janeiro,3743,265
2020-04-15,Sudeste,São Paulo,11043,778
2020-04-15,Sul,Paraná,803,38
2020-04-15,Sul,Rio Grande do Sul,747,19
2020-04-15,Sul,Santa Catarina,853,28
2020-04-16,Centro-Oeste,Distrito Federal,716,20
2020-04-16,Centro-Oeste,Goiás,318,16
2020-04-16,Centro-Oeste,Mato Grosso,156,5
2020-04-16,Centro-Oeste,Mato Grosso do Sul,131,5
2020-04-16,Nordeste,Alagoas,89,5
2020-04-16,Nordeste,Bahia,951,30
2020-04-16,Nordeste,Ceará,2386,124
2020-04-16,Nordeste,Maranhão,695,37
2020-04-16,Nordeste,Paraíba,165,24
2020-04-16,Nordeste,Pernambuco,1683,160
2020-04-16,Nordeste,Piauí,91,8
2020-04-16,Nordeste,Rio Grande do Norte,400,20
2020-04-16,Nordeste,Sergipe,48,4
2020-04-16,Norte,Acre,110,5
2020-04-16,Norte,Amapá,362,9
2020-04-16,Norte,Amazonas,1719,124
2020-04-16,Norte,Pará,438,24
2020-04-16,Norte,Rondônia,76,3
2020-04-16,Norte,Roraima,142,3
2020-04-16,Norte,Tocantins,29,1
2020-04-16,Sudeste,Espírito Santo,754,22
2020-04-16,Sudeste,Minas Gerais,958,33
2020-04-16,Sudeste,Rio de Janeiro,3944,300
2020-04-16,Sudeste,São Paulo,11568,853
2020-04-16,Sul,Paraná,832,41
2020-04-16,Sul,Rio Grande do Sul,780,19
2020-04-16,Sul,Santa Catarina,884,29
2020-04-17,Centro-Oeste,Distrito Federal,746,20
2020-04-17,Centro-Oeste,Goiás,335,16
2020-04-17,Centro-Oeste,Mato Grosso,162,5
2020-04-17,Centro-Oeste,Mato Grosso do Sul,143,5
2020-04-17,Nordeste,Alagoas,110,7
2020-04-17,Nordeste,Bahia,1059,36
2020-04-17,Nordeste,Ceará,2684,149
2020-04-17,Nordeste,Maranhão,797,40
2020-04-17,Nordeste,Paraíba,195,26
2020-04-17,Nordeste,Pernambuco,2006,186
2020-04-17,Nordeste,Piauí,102,8
2020-04-17,Nordeste,Rio Grande do Norte,463,23
2020-04-17,Nordeste,Sergipe,53,4
2020-04-17,Norte,Acre,135,5
2020-04-17,Norte,Amapá,370,10
2020-04-17,Norte,Amazonas,1809,145
2020-04-17,Norte,Pará,557,26
2020-04-17,Norte,Rondônia,92,3
2020-04-17,Norte,Roraima,164,3
2020-04-17,Norte,Tocantins,31,1
2020-04-17,Sudeste,Espírito Santo,856,25
2020-04-17,Sudeste,Minas Gerais,1021,35
2020-04-17,Sudeste,Rio de Janeiro,4349,341
2020-04-17,Sudeste,São Paulo,12841,928
2020-04-17,Sul,Paraná,874,42
2020-04-17,Sul,Rio Grande do Sul,802,22
2020-04-17,Sul,Santa Catarina,926,30
2020-04-18,Centro-Oeste,Distrito Federal,762,24
2020-04-18,Centro-Oeste,Goiás,378,18
2020-04-18,Centro-Oeste,Mato Grosso,171,5
2020-04-18,Centro-Oeste,Mato Grosso do Sul,161,5
2020-04-18,Nordeste,Alagoas,132,7
2020-04-18,Nordeste,Bahia,1193,37
2020-04-18,Nordeste,Ceará,3034,176
2020-04-18,Nordeste,Maranhão,1040,44
2020-04-18,Nordeste,Paraíba,205,26
2020-04-18,Nordeste,Pernambuco,2193,205
2020-04-18,Nordeste,Piauí,123,9
2020-04-18,Nordeste,Rio Grande do Norte,516,24
2020-04-18,Nordeste,Sergipe,71,5
2020-04-18,Norte,Acre,142,5
2020-04-18,Norte,Amapá,393,10
2020-04-18,Norte,Amazonas,1897,161
2020-04-18,Norte,Pará,640,33
2020-04-18,Norte,Rondônia,110,3
2020-04-18,Norte,Roraima,201,3
2020-04-18,Norte,Tocantins,33,1
2020-04-18,Sudeste,Espírito Santo,952,28
2020-04-18,Sudeste,Minas Gerais,1077,39
2020-04-18,Sudeste,Rio de Janeiro,4543,387
2020-04-18,Sudeste,São Paulo,13894,991
2020-04-18,Sul,Paraná,945,46
2020-04-18,Sul,Rio Grande do Sul,831,24
2020-04-18,Sul,Santa Catarina,962,31
2020-04-19,Centro-Oeste,Distrito Federal,827,24
2020-04-19,Centro-Oeste,Goiás,393,18
2020-04-19,Centro-Oeste,Mato Grosso,174,5
2020-04-19,Centro-Oeste,Mato Grosso do Sul,168,5
2020-04-19,Nordeste,Alagoas,159,15
2020-04-19,Nordeste,Bahia,1230,45
2020-04-19,Nordeste,Ceará,3252,186
2020-04-19,Nordeste,Maranhão,1205,48
2020-04-19,Nordeste,Paraíba,236,29
2020-04-19,Nordeste,Pernambuco,2459,216
2020-04-19,Nordeste,Piauí,145,10
2020-04-19,Nordeste,Rio Grande do Norte,531,25
2020-04-19,Nordeste,Sergipe,83,5
2020-04-19,Norte,Acre,163,6
2020-04-19,Norte,Amapá,416,11
2020-04-19,Norte,Amazonas,2044,182
2020-04-19,Norte,Pará,685,34
2020-04-19,Norte,Rondônia,128,4
2020-04-19,Norte,Roraima,222,3
2020-04-19,Norte,Tocantins,33,1
2020-04-19,Sudeste,Espírito Santo,1099,30
2020-04-19,Sudeste,Minas Gerais,1154,39
2020-04-19,Sudeste,Rio de Janeiro,4765,402
2020-04-19,Sudeste,São Paulo,14267,1015
2020-04-19,Sul,Paraná,987,48
2020-04-19,Sul,Rio Grande do Sul,854,24
2020-04-19,Sul,Santa Catarina,975,32
2020-04-20,Centro-Oeste,Distrito Federal,872,24
2020-04-20,Centro-Oeste,Goiás,403,19
2020-04-20,Centro-Oeste,Mato Grosso,181,6
2020-04-20,Centro-Oeste,Mato Grosso do Sul,171,5
2020-04-20,Nordeste,Alagoas,171,18
2020-04-20,Nordeste,Bahia,1341,46
2020-04-20,Nordeste,Ceará,3482,198
2020-04-20,Nordeste,Maranhão,1320,54
2020-04-20,Nordeste,Paraíba,245,32
2020-04-20,Nordeste,Pernambuco,2690,234
2020-04-20,Nordeste,Piauí,158,12
2020-04-20,Nordeste,Rio Grande do Norte,595,27
2020-04-20,Nordeste,Sergipe,86,5
2020-04-20,Norte,Acre,176,8
2020-04-20,Norte,Amapá,433,13
2020-04-20,Norte,Amazonas,2160,185
2020-04-20,Norte,Pará,902,35
2020-04-20,Norte,Rondônia,160,4
2020-04-20,Norte,Roraima,244,3
2020-04-20,Norte,Tocantins,34,1
2020-04-20,Sudeste,Espírito Santo,1168,33
2020-04-20,Sudeste,Minas Gerais,1189,41
2020-04-20,Sudeste,Rio de Janeiro,4899,422
2020-04-20,Sudeste,São Paulo,14580,1037
2020-04-20,Sul,Paraná,1007,51
2020-04-20,Sul,Rio Grande do Sul,889,27
2020-04-20,Sul,Santa Catarina,1025,35
2020-04-21,Centro-Oeste,Distrito Federal,881,24
2020-04-21,Centro-Oeste,Goiás,421,19
2020-04-21,Centro-Oeste,Mato Grosso,181,6
2020-04-21,Centro-Oeste,Mato Grosso do Sul,173,6
2020-04-21,Nordeste,Alagoas,210,19
2020-04-21,Nordeste,Bahia,1489,47
2020-04-21,Nordeste,Ceará,3716,215
2020-04-21,Nordeste,Maranhão,1396,60
2020-04-21,Nordeste,Paraíba,263,33
2020-04-21,Nordeste,Pernambuco,2908,260
2020-04-21,Nordeste,Piauí,186,14
2020-04-21,Nordeste,Rio Grande do Norte,608,28
2020-04-21,Nordeste,Sergipe,92,5
2020-04-21,Norte,Acre,195,8
2020-04-21,Norte,Amapá,457,13
2020-04-21,Norte,Amazonas,2270,193
2020-04-21,Norte,Pará,1026,38
2020-04-21,Norte,Rondônia,199,4
2020-04-21,Norte,Roraima,247,3
2020-04-21,Norte,Tocantins,37,1
2020-04-21,Sudeste,Espírito Santo,1212,34
2020-04-21,Sudeste,Minas Gerais,1230,44
2020-04-21,Sudeste,Rio de Janeiro,5306,461
2020-04-21,Sudeste,São Paulo,15385,1093
2020-04-21,Sul,Paraná,1024,51
2020-04-21,Sul,Rio Grande do Sul,904,27
2020-04-21,Sul,Santa Catarina,1063,35
2020-04-22,Centro-Oeste,Distrito Federal,946,25
2020-04-22,Centro-Oeste,Goiás,438,21
2020-04-22,Centro-Oeste,Mato Grosso,183,6
2020-04-22,Centro-Oeste,Mato Grosso do Sul,175,6
2020-04-22,Nordeste,Alagoas,243,20
2020-04-22,Nordeste,Bahia,1644,50
2020-04-22,Nordeste,Ceará,3910,233
2020-04-22,Nordeste,Maranhão,1604,66
2020-04-22,Nordeste,Paraíba,301,39
2020-04-22,Nordeste,Pernambuco,3298,282
2020-04-22,Nordeste,Piauí,206,15
2020-04-22,Nordeste,Rio Grande do Norte,646,29
2020-04-22,Nordeste,Sergipe,117,7
2020-04-22,Norte,Acre,214,8
2020-04-22,Norte,Amapá,479,14
2020-04-22,Norte,Amazonas,2479,207
2020-04-22,Norte,Pará,1195,43
2020-04-22,Norte,Rondônia,223,5
2020-04-22,Norte,Roraima,280,3
2020-04-22,Norte,Tocantins,37,1
2020-04-22,Sudeste,Espírito Santo,1313,34
2020-04-22,Sudeste,Minas Gerais,1283,47
2020-04-22,Sudeste,Rio de Janeiro,5552,490
2020-04-22,Sudeste,São Paulo,15914,1134
2020-04-22,Sul,Paraná,1063,57
2020-04-22,Sul,Rio Grande do Sul,923,27
2020-04-22,Sul,Santa Catarina,1091,37
2020-04-23,Centro-Oeste,Distrito Federal,963,25
2020-04-23,Centro-Oeste,Goiás,453,23
2020-04-23,Centro-Oeste,Mato Grosso,221,7
2020-04-23,Centro-Oeste,Mato Grosso do Sul,186,7
2020-04-23,Nordeste,Alagoas,324,22
2020-04-23,Nordeste,Bahia,1789,59
2020-04-23,Nordeste,Ceará,4598,266
2020-04-23,Nordeste,Maranhão,1757,76
2020-04-23,Nordeste,Paraíba,345,40
2020-04-23,Nordeste,Pernambuco,3519,312
2020-04-23,Nordeste,Piauí,217,15
2020-04-23,Nordeste,Rio Grande do Norte,708,34
2020-04-23,Nordeste,Sergipe,124,8
2020-04-23,Norte,Acre,227,10
2020-04-23,Norte,Amapá,548,16
2020-04-23,Norte,Amazonas,2888,234
2020-04-23,Norte,Pará,1267,53
2020-04-23,Norte,Rondônia,250,5
2020-04-23,Norte,Roraima,297,3
2020-04-23,Norte,Tocantins,37,2
2020-04-23,Sudeste,Espírito Santo,1363,42
2020-04-23,Sudeste,Minas Gerais,1308,51
2020-04-23,Sudeste,Rio de Janeiro,6172,530
2020-04-23,Sudeste,São Paulo,16740,1345
2020-04-23,Sul,Paraná,1082,60
2020-04-23,Sul,Rio Grande do Sul,994,29
2020-04-23,Sul,Santa Catarina,1115,39
2020-04-24,Centro-Oeste,Distrito Federal,989,26
2020-04-24,Centro-Oeste,Goiás,486,24
2020-04-24,Centro-Oeste,Mato Grosso,240,8
2020-04-24,Centro-Oeste,Mato Grosso do Sul,213,7
2020-04-24,Nordeste,Alagoas,413,27
2020-04-24,Nordeste,Bahia,1962,64
2020-04-24,Nordeste,Ceará,4800,284
2020-04-24,Nordeste,Maranhão,1951,88
2020-04-24,Nordeste,Paraíba,386,44
2020-04-24,Nordeste,Pernambuco,3999,352
2020-04-24,Nordeste,Piauí,256,16
2020-04-24,Nordeste,Rio Grande do Norte,754,38
2020-04-24,Nordeste,Sergipe,144,8
2020-04-24,Norte,Acre,234,11
2020-04-24,Norte,Amapá,633,18
2020-04-24,Norte,Amazonas,3194,255
2020-04-24,Norte,Pará,1446,75
2020-04-24,Norte,Rondônia,290,5
2020-04-24,Norte,Roraima,304,3
2020-04-24,Norte,Tocantins,43,2
2020-04-24,Sudeste,Espírito Santo,1381,42
2020-04-24,Sudeste,Minas Gerais,1419,54
2020-04-24,Sudeste,Rio de Janeiro,6282,570
2020-04-24,Sudeste,São Paulo,17826,1512
2020-04-24,Sul,Paraná,1119,64
2020-04-24,Sul,Rio Grande do Sul,1061,31
2020-04-24,Sul,Santa Catarina,1170,42
2020-04-25,Centro-Oeste,Distrito Federal,1013,26
2020-04-25,Centro-Oeste,Goiás,506,25
2020-04-25,Centro-Oeste,Mato Grosso,247,9
2020-04-25,Centro-Oeste,Mato Grosso do Sul,217,7
2020-04-25,Nordeste,Alagoas,501,29
2020-04-25,Nordeste,Bahia,2081,70
2020-04-25,Nordeste,Ceará,5421,310
2020-04-25,Nordeste,Maranhão,2105,100
2020-04-25,Nordeste,Paraíba,447,46
2020-04-25,Nordeste,Pernambuco,4507,381
2020-04-25,Nordeste,Piauí,297,17
2020-04-25,Nordeste,Rio Grande do Norte,781,40
2020-04-25,Nordeste,Sergipe,153,9
2020-04-25,Norte,Acre,258,11
2020-04-25,Norte,Amapá,685,19
2020-04-25,Norte,Amazonas,3635,287
2020-04-25,Norte,Pará,1579,86
2020-04-25,Norte,Rondônia,328,7
2020-04-25,Norte,Roraima,345,3
2020-04-25,Norte,Tocantins,50,2
2020-04-25,Sudeste,Espírito Santo,1595,47
2020-04-25,Sudeste,Minas Gerais,1481,58
2020-04-25,Sudeste,Rio de Janeiro,6828,615
2020-04-25,Sudeste,São Paulo,20004,1667
2020-04-25,Sul,Paraná,1140,69
2020-04-25,Sul,Rio Grande do Sul,1096,34
2020-04-25,Sul,Santa Catarina,1209,42
2020-04-26,Centro-Oeste,Distrito Federal,1066,27
2020-04-26,Centro-Oeste,Goiás,573,25
2020-04-26,Centro-Oeste,Mato Grosso,250,9
2020-04-26,Centro-Oeste,Mato Grosso do Sul,234,7
2020-04-26,Nordeste,Alagoas,554,32
2020-04-26,Nordeste,Bahia,2209,73
2020-04-26,Nordeste,Ceará,5833,327
2020-04-26,Nordeste,Maranhão,2223,112
2020-04-26,Nordeste,Paraíba,499,49
